Лабораторная работа 1. Анализ сенсорных данных об объекте

Маршрут: квадрат
Направление движения: против часовой стрелки
Скорость движения: 50.0 мм/с
Рабочий дальномер: левый (Rf_L)
Матрица положения дальномера Rf_L:
   0.000  -1.000   0.000  -120.0
   1.000   0.000   0.000   241.0
   0.000   0.000   1.000   229.5
       0       0       0       1

Выходная информация: положение робота, данные дальномера об объекте

          Time   X_rob   Y_rob  Ang_rob    Rf_L
  чч:мм:сс.ссс      мм      мм     град      мм
  10:46:45.109   570.8     0.3      0.0  1080.0
  10:46:45.156   570.8     0.3      0.0  1080.0
  10:46:50.421   828.9     0.3      0.0   690.0
  10:46:50.468   831.2     0.3      0.0   710.0
  10:46:50.500   833.6     0.3      0.0   690.0
  10:46:50.546   835.9     0.3      0.0   580.0
  10:46:50.578   838.3     0.3      0.0   580.0
  10:46:50.625   838.3     0.3      0.0   490.0
  10:46:50.656   840.5     0.3      0.0   490.0
  10:46:50.703   843.0     0.3      0.0   490.0
  10:46:50.750   845.2     0.3      0.0   500.0
  10:46:50.781   847.6     0.3      0.0   500.0
  10:46:50.828   849.9     0.3      0.0   500.0
  10:46:50.875   852.3     0.3      0.0   500.0
  10:46:50.921   854.6     0.3      0.0   490.0
  10:46:50.953   856.9     0.3      0.0   500.0
  10:46:51.000   856.9     0.3      0.0   490.0
  10:46:51.046   859.3     0.3      0.0   490.0
  10:46:51.078   861.7     0.3      0.0   490.0
  10:46:51.125   864.1     0.3      0.0   500.0
  10:46:51.171   866.4     0.3      0.0   500.0
  10:46:51.218   868.7     0.3      0.0   500.0
  10:46:51.265   871.0     0.3      0.0   500.0
  10:46:51.296   873.3     0.3      0.0   500.0
  10:46:51.343   875.6     0.3      0.0   500.0
  10:46:51.390   875.6     0.3      0.0   500.0
  10:46:51.421   877.9     0.3      0.0   500.0
  10:46:51.468   880.3     0.3      0.0   500.0
  10:46:51.515   882.7     0.3      0.0   500.0
  10:46:51.562   885.0     0.3      0.0   500.0
  10:46:51.609   887.3     0.3      0.0   500.0
  10:46:51.656   889.7     0.3      0.0   500.0
  10:46:51.687   892.1     0.3      0.0   500.0
  10:46:51.734   894.4     0.3      0.0   500.0
  10:46:51.781   896.6     0.3      0.0   500.0
  10:46:51.828   899.1     0.3      0.0   500.0
  10:46:51.859   899.1     0.3      0.0   500.0
  10:46:51.906   901.4     0.3      0.0   500.0
  10:46:51.953   903.7     0.3      0.0   500.0
  10:46:52.000   906.0     0.3      0.0   500.0
  10:46:52.031   908.4     0.3      0.0   500.0
  10:46:52.078   911.2     0.3      0.0   500.0
  10:46:52.125   913.1     0.3      0.0   500.0
  10:46:52.171   915.5     0.3      0.0   500.0
  10:46:52.203   917.8     0.3      0.0   500.0
  10:46:52.250   917.8     0.3      0.0   500.0
  10:46:52.296   920.2     0.3      0.0   500.0
  10:46:52.343   922.5     0.3      0.0   500.0
  10:46:52.375   924.7     0.3      0.0   500.0
  10:46:52.421   927.1     0.3      0.0   500.0
  10:46:52.468   929.5     0.3      0.0   500.0
  10:46:52.515   931.9     0.3      0.0   500.0
  10:46:52.546   934.1     0.3      0.0   500.0
  10:46:52.593   936.5     0.3      0.0   500.0
  10:46:52.640   938.8     0.3      0.0   500.0
  10:46:52.687   938.8     0.3      0.0   500.0
  10:46:52.718   941.6     0.3      0.0   500.0
  10:46:52.765   943.5     0.3      0.0   500.0
  10:46:52.812   945.8     0.3      0.0   500.0
  10:46:52.859   948.1     0.3      0.0   500.0
  10:46:52.890   950.5     0.3      0.0   500.0
  10:46:52.937   952.8     0.3      0.0   500.0
  10:46:52.984   955.3     0.3      0.0   500.0
  10:46:53.015   957.5     0.3      0.0   500.0
  10:46:53.062   960.1     0.3      0.0   500.0
  10:46:53.109   960.1     0.3      0.0   500.0
  10:46:53.156   962.2     0.3      0.0   510.0
  10:46:53.203   964.6     0.3      0.0   510.0
  10:46:53.234   966.8     0.3      0.0   500.0
  10:46:53.281   969.2     0.3      0.0   500.0
  10:46:53.328   971.6     0.3      0.0   500.0
  10:46:53.375   973.9     0.3      0.0   500.0
  10:46:53.406   976.2     0.3      0.0   500.0
  10:46:53.468   978.5     0.3      0.0   510.0
  10:46:53.484   978.5     0.3      0.0   510.0
  10:46:53.531   980.9     0.3      0.0   510.0
  10:46:53.578   983.3     0.3      0.0   500.0
  10:46:53.625   985.5     0.3      0.0   500.0
  10:46:53.671   987.9     0.3      0.0   500.0
  10:46:53.718   990.3     0.3      0.0   500.0
  10:46:53.750   992.6     0.3      0.0   500.0
  10:46:53.796   995.0     0.3      0.0   500.0
  10:46:53.843   997.3     0.3      0.0   510.0
  10:46:53.890   999.6     0.3      0.0   510.0
  10:46:53.921  1002.0     0.3      0.0   510.0
  10:46:53.968  1002.0     0.3      0.0   510.0
  10:46:54.015  1004.3     0.3      0.0   510.0
  10:46:54.062  1006.8     0.3      0.0   510.0
  10:46:54.093  1009.4     0.3      0.0   510.0
  10:46:54.140  1012.2     0.3      0.0   510.0
  10:46:54.187  1012.2     0.3      0.0   510.0
  10:46:54.234  1014.5     0.3      0.0   500.0
  10:46:54.265  1016.8     0.3      0.0   500.0
