Лабораторная работа 1. Анализ сенсорных данных об объекте

Маршрут: квадрат
Направление движения: против часовой стрелки
Скорость движения: 50.0 мм/с
Рабочий дальномер: левый (Rf_L)

Выходная информация: положение робота, координаты точек объекта

          Time   X_rob   Y_rob  Ang_rob   X_obj   Y_obj
  чч:мм:сс.ссс      мм      мм     град      мм      мм
  13:06:57.421   102.0    18.0     -0.6    -4.4  1360.1
  13:07:10.406   735.8    11.5     -0.6   629.2  1323.7
  13:07:10.453   738.2    11.5     -0.6   630.5  1223.6
  13:07:10.515   740.6    11.5     -0.6   632.9  1223.6
  13:07:10.531   742.8    11.4     -0.6   636.2  1323.6
  13:07:10.578   745.3    11.4     -0.6   637.3  1193.6
  13:07:10.625   747.5    11.4     -0.6   639.5  1193.5
  13:07:10.671   749.9    11.4     -0.6   640.1  1013.5
  13:07:10.703   749.9    11.4     -0.6   639.7   973.5
  13:07:10.734   752.2    11.3     -0.6   642.2   993.5
  13:07:10.781   754.6    11.3     -0.6   644.4   973.5
  13:07:10.828   756.8    11.3     -0.6   646.5   963.5
  13:07:10.875   759.2    11.3     -0.6   648.9   963.4
  13:07:10.906   761.5    11.2     -0.6   651.0   943.4
  13:07:10.937   763.9    11.2     -0.6   653.4   943.4
  13:07:10.984   763.9    11.2     -0.6   653.4   943.4
  13:07:11.031   766.2    11.2     -0.6   655.5   923.4
  13:07:11.078   768.5    11.2     -0.6   657.8   923.3
  13:07:11.109   770.9    11.1     -0.6   660.2   923.3
  13:07:11.156   773.2    11.1     -0.6   662.5   923.3
  13:07:11.203   775.6    11.1     -0.6   664.5   883.3
  13:07:11.250   778.0    11.1     -0.6   666.8   883.2
  13:07:11.296   780.2    11.0     -0.6   669.4   913.2
  13:07:11.328   783.0    11.0     -0.6   671.8   883.2
  13:07:11.375   784.9    11.0     -0.6   673.9   893.2
  13:07:11.421   784.9    11.0     -0.6   673.8   883.2
  13:07:11.453   787.3    11.0     -0.6   676.0   873.2
  13:07:11.500   789.6    11.0     -0.6   678.4   873.1
  13:07:11.531   791.9    10.9     -0.6   680.6   863.1
  13:07:11.562   791.9    10.9     -0.6   680.6   863.1
  13:07:11.609   795.1    10.9     -0.6   683.8   863.1
  13:07:11.640   797.5    10.9     -0.6   686.1   863.0
  13:07:11.687   799.8    10.8     -0.6   688.2   843.0
  13:07:11.734   799.8    10.8     -0.6   688.3   853.0
  13:07:11.781   802.7    10.8     -0.6   691.2   843.0
  13:07:11.812   805.2    10.8     -0.6   693.5   833.0
