Лабораторная работа 1. Анализ сенсорных данных об объекте

Маршрут: квадрат
Направление движения: против часовой стрелки
Скорость движения: 50.0 мм/с
Рабочий дальномер: левый (Rf_L)

Выходная информация: положение робота, координаты точек объекта

          Time   X_rob   Y_rob  Ang_rob   X_obj   Y_obj
  чч:мм:сс.ссс      мм      мм     град      мм      мм
  16:23:27.156    65.2   -23.4      1.0   -76.3  1205.4
  16:23:27.203    67.5   -23.3      1.0   -74.0  1205.4
  16:23:27.250    69.9   -23.3      1.0   -70.3  1135.5
  16:23:27.296    72.2   -23.2      1.0   -68.4  1155.5
  16:23:27.328    72.2   -23.2      1.0   -69.3  1205.5
  16:23:27.375    74.5   -23.2      1.0   -66.4  1175.5
  16:23:27.421    76.9   -23.2      1.0   -65.1  1235.6
  16:23:27.468    79.3   -23.1      1.0   -62.9  1245.6
  16:23:27.500    81.7   -23.1      1.0   -59.1  1165.7
  16:23:27.656    88.6   -22.9      1.0   -52.2  1165.8
  16:23:27.812    98.0   -22.8      1.0   -44.6  1265.9
  16:23:27.859    98.0   -22.8      1.0   -44.6  1265.9
  16:23:27.906   100.3   -22.7      1.0   -38.9  1076.0
  16:23:27.953   102.7   -22.7      1.0   -36.9  1096.0
  16:23:27.984   105.0   -22.7      1.0   -34.0  1066.1
  16:23:28.031   107.3   -22.6      1.0   -33.8  1186.1
  16:23:28.078   109.7   -22.6      1.0   -31.4  1186.1
  16:23:28.109   112.1   -22.5      1.0   -30.8  1286.2
  16:23:28.140   112.1   -22.5      1.0   -28.2  1136.2
  16:23:28.171   114.3   -22.5      1.0   -23.0   966.3
  16:23:28.218   116.7   -22.5      1.0   -24.8  1206.3
  16:23:28.265   119.0   -22.4      1.0   -20.9  1116.3
  16:23:28.312   121.7   -22.4      1.0   -19.6  1196.3
  16:23:28.343   123.7   -22.3      1.0   -14.3  1006.4
  16:23:28.390   126.0   -22.3      1.0   -13.5  1096.4
  16:23:28.453   128.4   -22.3      1.0   -13.3  1216.5
  16:23:28.500   128.4   -22.3      1.0   -13.3  1216.5
  16:23:28.546   131.3   -22.2      1.0   -12.1  1316.5
  16:23:28.578   134.0   -22.2      1.0    -8.1  1236.6
  16:23:29.093   159.5   -21.7      1.0    17.0  1267.0
  16:23:29.140   161.9   -21.7      1.0    24.9   947.1
  16:23:29.171   164.2   -21.6      1.0    21.6  1267.1
  16:23:29.218   166.6   -21.6      1.0    24.8  1227.1
  16:23:31.296   267.1   -19.8      1.0   128.0  1068.9
  16:23:31.328   269.5   -19.8      1.0   129.7  1108.9
  16:23:31.375   269.5   -19.8      1.0   129.7  1108.9
  16:23:31.421   271.9   -19.7      1.0   129.8  1239.0
  16:23:31.453   274.2   -19.7      1.0   135.7  1039.0
  16:23:31.500   276.4   -19.7      1.0   141.1   859.1
  16:23:31.546   278.8   -19.6      1.0   142.8   899.1
  16:23:31.593   281.1   -19.6      1.0   144.7   919.2
  16:23:31.625   283.5   -19.5      1.0   147.8   879.2
  16:23:31.671   285.9   -19.5      1.0   151.7   789.3
  16:23:31.703   285.9   -19.5      1.0   151.5   799.3
  16:23:31.734   288.2   -19.5      1.0   153.8   799.3
  16:23:31.781   290.5   -19.4      1.0   157.4   729.4
  16:23:31.828   292.8   -19.4      1.0   159.2   759.4
  16:23:31.859   295.3   -19.3      1.0   162.5   709.5
  16:23:31.906   297.6   -19.3      1.0   165.2   689.5
  16:23:31.937   297.6   -19.3      1.0   165.2   689.5
  16:23:31.984   299.9   -19.3      1.0   167.0   719.5
  16:23:32.015   302.3   -19.2      1.0   169.2   729.6
  16:23:32.062   304.6   -19.2      1.0   171.7   719.6
  16:23:32.109   306.8   -19.1      1.0   174.2   699.7
  16:23:32.156   309.2   -19.1      1.0   176.5   709.7
  16:23:32.187   311.5   -19.1      1.0   179.3   679.7
  16:23:32.218   311.5   -19.1      1.0   179.3   679.7
  16:23:32.265   314.0   -19.0      1.0   181.0   719.8
  16:23:32.312   316.2   -19.0      1.0   184.2   669.8
  16:23:32.359   318.5   -18.9      1.0   184.9   759.9
  16:23:32.390   320.9   -18.9      1.0   188.3   699.9
  16:23:32.437   323.3   -18.8      1.0   190.5   709.9
  16:23:32.468   323.3   -18.8      1.0   189.5   769.9
  16:23:32.515   325.7   -18.8      1.0   192.2   750.0
  16:23:32.562   328.0   -18.8      1.0   193.7   800.0
  16:23:32.609   330.3   -18.7      1.0   195.6   820.1
  16:23:32.640   332.6   -18.7      1.0   197.4   850.1
  16:23:32.687   334.9   -18.6      1.0   196.7  1020.1
  16:23:32.734   337.4   -18.6      1.0   199.0  1030.1
  16:23:32.765   339.6   -18.6      1.0   200.6  1070.2
  16:23:32.796   339.6   -18.6      1.0   197.8  1230.2
  16:23:32.828   342.0   -18.5      1.0   199.7  1260.2
  16:23:39.656   674.1   -12.7      1.0   535.8  1036.0
  16:23:39.703   676.4   -12.7      1.0   543.0   756.1
  16:23:39.750   678.8   -12.6      1.0   546.0   716.2
  16:23:39.781   681.1   -12.6      1.0   548.4   716.2
  16:23:39.812   683.5   -12.6      1.0   550.9   706.2
  16:23:39.859   685.7   -12.5      1.0   553.1   706.3
  16:23:39.906   688.2   -12.5      1.0   555.6   706.3
  16:23:39.953   688.2   -12.5      1.0   555.8   696.3
  16:23:39.984   690.4   -12.4      1.0   557.8   706.4
  16:23:40.031   692.9   -12.4      1.0   560.5   696.4
  16:23:40.062   695.1   -12.3      1.0   562.6   706.4
  16:23:40.109   697.5   -12.3      1.0   564.9   706.5
  16:23:40.156   699.9   -12.3      1.0   567.3   706.5
