Лабораторная работа 1. Анализ сенсорных данных об объекте

Маршрут: квадрат
Направление движения: против часовой стрелки
Скорость движения: 50.0 мм/с
Рабочий дальномер: левый (Rf_L)
Матрица положения дальномера Rf_L:
   0.000  -1.000   0.000  -120.0
   1.000   0.000   0.000   241.0
   0.000   0.000   1.000   229.5
       0       0       0       1

Выходная информация: положение робота, данные дальномера об объекте

          Time   X_rob   Y_rob  Ang_rob    Rf_L
  чч:мм:сс.ссс      мм      мм     град      мм
  10:20:00.968   557.8    -3.7      0.2  1040.0
  10:20:01.015   560.0    -3.7      0.2  1040.0
  10:20:05.937   798.7    -3.0      0.2   810.0
  10:20:05.953   802.0    -2.9      0.2   760.0
  10:20:06.000   804.1    -2.9      0.2   760.0
  10:20:06.046   806.4    -2.9      0.2   610.0
  10:20:06.093   808.8    -2.9      0.2   580.0
  10:20:06.140   808.8    -2.9      0.2   580.0
  10:20:06.171   811.1    -2.9      0.2   490.0
  10:20:06.218   813.4    -2.9      0.2   480.0
  10:20:06.265   815.9    -2.9      0.2   480.0
  10:20:06.296   818.2    -2.9      0.2   490.0
  10:20:06.343   820.4    -2.9      0.2   480.0
  10:20:06.390   822.8    -2.9      0.2   480.0
  10:20:06.437   825.2    -2.9      0.2   480.0
  10:20:06.468   827.5    -2.9      0.2   480.0
  10:20:06.515   829.8    -2.9      0.2   480.0
  10:20:06.546   829.8    -2.9      0.2   480.0
  10:20:06.593   832.2    -2.9      0.2   480.0
  10:20:06.640   834.5    -2.8      0.2   480.0
  10:20:06.671   836.8    -2.8      0.2   480.0
  10:20:06.718   839.2    -2.8      0.2   480.0
  10:20:06.765   841.6    -2.8      0.2   480.0
  10:20:06.812   843.9    -2.8      0.2   480.0
  10:20:06.843   843.9    -2.8      0.2   480.0
  10:20:06.890   846.2    -2.8      0.2   480.0
  10:20:06.937   848.5    -2.8      0.2   480.0
  10:20:06.984   850.8    -2.8      0.2   480.0
  10:20:07.015   853.3    -2.8      0.2   480.0
  10:20:07.078   855.6    -2.8      0.2   480.0
  10:20:07.109   857.9    -2.8      0.2   480.0
  10:20:07.156   860.2    -2.8      0.2   480.0
  10:20:07.203   862.5    -2.8      0.2   470.0
  10:20:07.234   864.8    -2.8      0.2   470.0
  10:20:07.281   867.2    -2.7      0.2   480.0
  10:20:07.328   867.2    -2.7      0.2   480.0
  10:20:07.375   869.5    -2.7      0.2   470.0
  10:20:07.406   872.0    -2.7      0.2   470.0
  10:20:07.453   874.4    -2.7      0.2   470.0
  10:20:07.500   876.5    -2.7      0.2   470.0
  10:20:07.546   878.9    -2.7      0.2   470.0
  10:20:07.593   881.3    -2.7      0.2   470.0
  10:20:07.625   883.5    -2.7      0.2   470.0
  10:20:07.671   885.9    -2.7      0.2   470.0
  10:20:07.718   888.3    -2.7      0.2   470.0
  10:20:07.750   888.3    -2.7      0.2   470.0
  10:20:07.796   890.6    -2.7      0.2   470.0
  10:20:07.843   893.0    -2.7      0.2   470.0
  10:20:07.890   895.3    -2.7      0.2   470.0
  10:20:07.921   897.7    -2.7      0.2   470.0
  10:20:07.968   900.1    -2.6      0.2   470.0
  10:20:08.015   902.4    -2.6      0.2   470.0
  10:20:08.062   904.6    -2.6      0.2   470.0
  10:20:08.093   907.0    -2.6      0.2   470.0
  10:20:08.140   907.0    -2.6      0.2   470.0
  10:20:08.187   909.3    -2.6      0.2   470.0
  10:20:08.234   911.6    -2.6      0.2   470.0
  10:20:08.265   914.0    -2.6      0.2   470.0
  10:20:08.312   916.4    -2.6      0.2   470.0
  10:20:08.343   918.7    -2.6      0.2   470.0
  10:20:08.390   921.1    -2.6      0.2   470.0
  10:20:08.437   923.4    -2.6      0.2   470.0
  10:20:08.484   923.4    -2.6      0.2   470.0
  10:20:08.515   925.8    -2.6      0.2   470.0
  10:20:08.562   928.1    -2.6      0.2   470.0
  10:20:08.609   930.4    -2.6      0.2   460.0
  10:20:08.656   932.8    -2.5      0.2   460.0
  10:20:08.687   935.1    -2.5      0.2   460.0
  10:20:08.734   937.4    -2.5      0.2   460.0
  10:20:08.781   939.7    -2.5      0.2   460.0
  10:20:08.828   939.7    -2.5      0.2   460.0
  10:20:08.859   942.8    -2.5      0.2   460.0
  10:20:08.906   945.2    -2.5      0.2   460.0
  10:20:08.953   947.6    -2.5      0.2   460.0
  10:20:09.000   949.8    -2.5      0.2   460.0
  10:20:09.031   952.2    -2.5      0.2   460.0
  10:20:09.078   954.6    -2.5      0.2   460.0
  10:20:09.125   956.9    -2.5      0.2   460.0
  10:20:09.171   959.2    -2.5      0.2   460.0
  10:20:09.218   959.2    -2.5      0.2   460.0
  10:20:09.250   961.6    -2.5      0.2   460.0
  10:20:09.296   964.0    -2.5      0.2   460.0
  10:20:09.343   966.2    -2.4      0.2   460.0
  10:20:09.390   968.6    -2.4      0.2   460.0
  10:20:09.437   970.9    -2.4      0.2   460.0
  10:20:09.468   973.4    -2.4      0.2   460.0
  10:20:09.515   975.6    -2.4      0.2   460.0
  10:20:09.562   978.0    -2.4      0.2   460.0
  10:20:09.609   978.0    -2.4      0.2   460.0
  10:20:09.640   981.2    -2.4      0.2   460.0
  10:20:09.687   983.5    -2.4      0.2   460.0
  10:20:09.734   985.7    -2.4      0.2   460.0
  10:20:09.781   988.1    -2.4      0.2   460.0
  10:20:09.812   990.4    -2.4      0.2   460.0
