Лабораторная работа 1. Анализ сенсорных данных об объекте

Маршрут: квадрат
Направление движения: против часовой стрелки
Скорость движения: 50.0 мм/с
Рабочий дальномер: левый (Rf_L)
Матрица положения дальномера Rf_L:
   0.000  -1.000   0.000  -120.0
   1.000   0.000   0.000   241.0
   0.000   0.000   1.000   229.5
       0       0       0       1

Выходная информация: положение робота, данные дальномера об объекте

          Time   X_rob   Y_rob  Ang_rob    Rf_L
  чч:мм:сс.ссс      мм      мм     град      мм
  11:56:34.359   773.6   -26.9      1.5  1050.0
  11:56:34.406   775.8   -26.9      1.5  1000.0
  11:56:34.437   778.2   -26.8      1.5  1000.0
  11:56:34.484   780.6   -26.8      1.5  1050.0
  11:56:34.531   782.9   -26.7      1.5  1050.0
  11:56:34.578   785.3   -26.6      1.5  1050.0
  11:56:34.609   785.3   -26.6      1.5   890.0
  11:56:34.656   787.6   -26.6      1.5   890.0
  11:56:34.703   789.9   -26.5      1.5   890.0
  11:56:34.750   792.2   -26.5      1.5   850.0
  11:56:34.781   794.6   -26.4      1.5   820.0
  11:56:34.828   797.0   -26.3      1.5   850.0
  11:56:34.875   799.3   -26.3      1.5   820.0
  11:56:34.921   801.6   -26.2      1.5   820.0
  11:56:34.953   804.0   -26.2      1.5   840.0
  11:56:35.000   806.4   -26.1      1.5   850.0
  11:56:35.046   808.7   -26.0      1.5   820.0
  11:56:35.093   808.7   -26.0      1.5   820.0
  11:56:35.140   811.0   -26.0      1.5   850.0
  11:56:35.171   813.3   -25.9      1.5   850.0
  11:56:35.218   815.7   -25.9      1.5  1010.0
  11:56:35.265   818.0   -25.8      1.5   850.0
  11:56:35.312   820.3   -25.7      1.5   840.0
  11:56:35.343   822.7   -25.7      1.5   840.0
  11:56:35.390   825.0   -25.6      1.5   800.0
  11:56:35.437   827.4   -25.6      1.5   800.0
  11:56:35.484   827.4   -25.6      1.5   800.0
  11:56:35.515   829.7   -25.5      1.5   800.0
  11:56:35.562   832.0   -25.4      1.5   800.0
  11:56:35.609   834.3   -25.4      1.5   810.0
  11:56:35.625   836.7   -25.3      1.5   800.0
  11:56:35.671   839.0   -25.3      1.5   800.0
  11:56:35.718   839.0   -25.3      1.5   800.0
  11:56:35.750   841.3   -25.2      1.5   780.0
  11:56:35.796   843.7   -25.2      1.5   760.0
  11:56:35.843   846.0   -25.1      1.5   780.0
  11:56:35.890   848.4   -25.0      1.5   830.0
  11:56:35.937   850.7   -25.0      1.5   830.0
  11:56:36.015   855.5   -24.8      1.5   830.0
  11:56:36.062   857.8   -24.8      1.5   820.0
  11:56:36.109   860.1   -24.7      1.5   780.0
  11:56:36.140   862.4   -24.7      1.5   780.0
  11:56:36.187   862.4   -24.7      1.5   750.0
  11:56:36.234   864.7   -24.6      1.5   750.0
  11:56:36.281   867.0   -24.6      1.5   750.0
  11:56:36.312   869.5   -24.5      1.5   750.0
  11:56:36.359   871.8   -24.4      1.5   740.0
  11:56:36.406   874.1   -24.4      1.5   740.0
  11:56:36.453   876.5   -24.3      1.5   700.0
  11:56:36.500   878.9   -24.3      1.5   660.0
  11:56:36.531   881.4   -24.2      1.5   660.0
  11:56:36.578   883.5   -24.1      1.5   580.0
  11:56:36.625   883.5   -24.1      1.5   560.0
  11:56:36.671   885.8   -24.1      1.5   560.0
  11:56:36.718   888.1   -24.0      1.5   530.0
  11:56:36.750   890.8   -23.9      1.5   520.0
  11:56:36.796   892.9   -23.9      1.5   520.0
  11:56:36.843   895.2   -23.8      1.5   510.0
  11:56:36.875   897.5   -23.8      1.5   510.0
  11:56:36.921   899.9   -23.7      1.5   510.0
  11:56:36.968   902.2   -23.7      1.5   510.0
  11:56:37.015   904.5   -23.6      1.5   510.0
  11:56:37.062   904.5   -23.6      1.5   510.0
  11:56:37.109   909.6   -23.5      1.5   500.0
  11:56:37.140   909.6   -23.5      1.5   500.0
  11:56:37.187   911.6   -23.4      1.5   500.0
  11:56:37.234   913.8   -23.4      1.5   500.0
  11:56:37.265   916.2   -23.3      1.5   500.0
  11:56:37.312   918.5   -23.2      1.5   500.0
