Лабораторная работа 1. Анализ сенсорных данных об объекте

Маршрут: шестиугольник
Направление движения: против часовой стрелки
Скорость движения: 50.0 мм/с
Рабочий дальномер: левый (Rf_L)

Выходная информация: положение робота, координаты точек объекта

          Time   X_rob   Y_rob  Ang_rob   X_obj   Y_obj
  чч:мм:сс.ссс      мм      мм     град      мм      мм
  15:37:30.765   535.2    69.7     -5.9   550.8  1386.1
  15:37:30.796   535.2    69.7     -5.9   548.8  1366.2
  15:37:30.843   537.5    69.5     -5.9   541.8  1276.4
  15:37:30.890   539.9    69.2     -5.9   518.4  1027.5
  15:37:30.937   542.3    69.0     -5.9   523.9  1057.1
  15:37:30.968   544.6    68.7     -5.9   516.0   957.4
  15:37:31.000   546.9    68.5     -5.9   518.3   957.2
  15:37:31.046   546.9    68.5     -5.9   521.4   987.0
  15:37:31.078   549.3    68.2     -5.9   514.4   897.2
  15:37:31.125   551.6    68.0     -5.9   517.8   906.9
  15:37:31.171   553.9    67.8     -5.9   519.0   896.8
  15:37:31.203   556.1    67.5     -5.9   519.2   876.6
  15:37:31.234   556.1    67.5     -5.9   519.2   876.6
  15:37:31.281   558.5    67.3     -5.9   519.5   856.5
  15:37:31.328   560.9    67.0     -5.9   520.9   846.3
  15:37:31.375   563.2    66.8     -5.9   521.2   826.2
  15:37:31.406   565.5    66.6     -5.9   522.4   816.0
  15:37:31.453   567.9    66.3     -5.9   524.8   815.7
  15:37:31.500   570.2    66.1     -5.9   526.1   805.5
  15:37:31.531   572.5    65.8     -5.9   526.3   785.4
  15:37:31.562   572.5    65.8     -5.9   525.3   775.5
  15:37:31.609   574.9    65.6     -5.9   527.7   775.2
  15:37:31.656   577.2    65.4     -5.9   528.9   765.0
  15:37:31.703   579.4    65.1     -5.9   531.2   764.8
  15:37:31.734   581.8    64.9     -5.9   531.5   744.7
  15:37:31.781   584.2    64.6     -5.9   532.9   734.5
  15:37:31.828   586.4    64.4     -5.9   534.1   724.3
  15:37:31.859   586.4    64.4     -5.9   533.0   714.4
  15:37:31.890   588.7    64.2     -5.9   534.3   704.2
  15:37:31.937   591.1    63.9     -5.9   535.7   694.0
  15:37:31.984   593.5    63.7     -5.9   537.0   683.8
  15:37:32.031   595.8    63.4     -5.9   537.2   663.6
  15:37:32.062   598.0    63.2     -5.9   539.5   663.4
  15:37:32.109   600.5    62.9     -5.9   542.0   663.2
  15:37:32.140   600.5    62.9     -5.9   540.9   653.2
  15:37:32.187   602.8    62.7     -5.9   543.2   653.0
  15:37:32.234   605.0    62.5     -5.9   544.4   642.8
  15:37:32.281   607.4    62.2     -5.9   546.8   642.6
  15:37:32.312   607.4    62.2     -5.9   546.8   642.6
  15:37:32.343   610.4    61.9     -5.9   549.8   642.2
  15:37:32.390   612.9    61.7     -5.9   552.3   642.0
  15:37:32.437   615.2    61.4     -5.9   554.6   641.7
  15:37:32.484   617.4    61.2     -5.9   556.8   641.5
  15:37:32.515   619.8    60.9     -5.9   559.2   641.3
  15:37:32.562   622.1    60.7     -5.9   561.5   641.0
  15:37:32.609   624.4    60.5     -5.9   563.8   640.8
  15:37:32.656   626.7    60.2     -5.9   566.2   640.5
  15:37:32.687   626.7    60.2     -5.9   566.2   640.5
  15:37:32.718   629.1    60.0     -5.9   568.5   640.3
  15:37:32.765   631.3    59.8     -5.9   570.8   640.1
  15:37:32.828   633.7    59.5     -5.9   573.2   639.8
  15:37:32.843   636.2    59.2     -5.9   575.6   639.6
  15:37:32.875   636.2    59.2     -5.9   575.6   639.6
