Лабораторная работа 1. Анализ сенсорных данных об объекте

Маршрут: квадрат
Направление движения: против часовой стрелки
Скорость движения: 50.0 мм/с
Рабочий дальномер: левый (Rf_L)
Матрица положения дальномера Rf_L:
   0.000  -1.000   0.000  -120.0
   1.000   0.000   0.000   241.0
   0.000   0.000   1.000   229.5
       0       0       0       1

Выходная информация: положение робота, данные дальномера об объекте

          Time   X_rob   Y_rob  Ang_rob    Rf_L
  чч:мм:сс.ссс      мм      мм     град      мм
  10:35:08.781   755.2     0.1      0.0   990.0
  10:35:08.812   757.5     0.1      0.0   990.0
  10:35:08.859   759.8     0.1      0.0   610.0
  10:35:08.906   762.3     0.1      0.0   600.0
  10:35:08.953   764.5     0.1      0.0   600.0
  10:35:09.000   764.5     0.1      0.0   490.0
  10:35:09.031   767.0     0.1      0.0   480.0
  10:35:09.078   769.3     0.1      0.0   480.0
  10:35:09.125   771.6     0.1      0.0   490.0
  10:35:09.171   774.0     0.1      0.0   490.0
  10:35:09.203   776.3     0.1      0.0   490.0
  10:35:09.250   778.6     0.1      0.0   490.0
  10:35:09.296   781.0     0.1      0.0   480.0
  10:35:09.343   783.3     0.1      0.0   480.0
  10:35:09.375   785.7     0.1      0.0   480.0
  10:35:09.421   785.7     0.1      0.0   480.0
  10:35:09.468   788.1     0.1      0.0   480.0
  10:35:09.515   790.3     0.1      0.0   480.0
  10:35:09.546   792.7     0.1      0.0   480.0
  10:35:09.578   794.9     0.1      0.0   480.0
  10:35:09.625   797.6     0.1      0.0   480.0
  10:35:09.671   797.6     0.1      0.0   480.0
  10:35:09.703   799.7     0.1      0.0   480.0
  10:35:09.750   802.1     0.1      0.0   480.0
  10:35:09.796   804.3     0.1      0.0   480.0
  10:35:09.843   806.7     0.1      0.0   480.0
  10:35:09.875   809.0     0.1      0.0   480.0
  10:35:09.921   811.5     0.1      0.0   480.0
  10:35:09.968   813.7     0.1      0.0   480.0
  10:35:09.984   813.7     0.1      0.0   480.0
  10:35:10.031   816.0     0.1      0.0   480.0
  10:35:10.078   818.4     0.1      0.0   480.0
  10:35:10.109   820.9     0.1      0.0   480.0
  10:35:10.140   820.9     0.1      0.0   480.0
  10:35:10.187   823.0     0.1      0.0   480.0
  10:35:10.234   825.4     0.1      0.0   480.0
  10:35:10.265   827.7     0.1      0.0   480.0
  10:35:10.312   830.2     0.1      0.0   480.0
  10:35:10.359   832.4     0.1      0.0   480.0
  10:35:10.406   834.7     0.1      0.0   480.0
  10:35:10.437   837.0     0.1      0.0   480.0
  10:35:10.484   839.4     0.1      0.0   470.0
  10:35:10.531   841.7     0.1      0.0   470.0
  10:35:10.578   841.7     0.1      0.0   470.0
  10:35:10.609   844.2     0.1      0.0   470.0
  10:35:10.656   846.5     0.1      0.0   470.0
  10:35:10.703   848.8     0.1      0.0   470.0
  10:35:10.750   851.1     0.1      0.0   470.0
  10:35:10.796   853.4     0.1      0.0   470.0
  10:35:10.843   855.8     0.1      0.0   470.0
  10:35:10.875   858.2     0.1      0.0   470.0
  10:35:10.921   860.5     0.1      0.0   470.0
  10:35:10.968   862.9     0.1      0.0   470.0
  10:35:11.000   862.9     0.1      0.0   470.0
  10:35:11.046   865.2     0.1      0.0   470.0
  10:35:11.093   867.5     0.1      0.0   470.0
  10:35:11.140   869.9     0.1      0.0   470.0
  10:35:11.171   872.2     0.1      0.0   470.0
  10:35:11.218   874.6     0.1      0.0   470.0
  10:35:11.265   876.9     0.1      0.0   470.0
  10:35:11.312   879.2     0.1      0.0   470.0
  10:35:11.359   881.5     0.1      0.0   470.0
  10:35:11.390   883.8     0.1      0.0   470.0
  10:35:11.437   886.2     0.1      0.0   470.0
  10:35:11.484   886.2     0.1      0.0   470.0
  10:35:11.531   888.6     0.1      0.0   460.0
  10:35:11.562   890.8     0.1      0.0   460.0
  10:35:11.609   893.3     0.1      0.0   460.0
  10:35:11.656   895.6     0.1      0.0   460.0
  10:35:11.703   898.0     0.1      0.0   460.0
  10:35:11.734   900.3     0.1      0.0   460.0
  10:35:11.781   902.6     0.1      0.0   470.0
  10:35:11.828   905.1     0.1      0.0   460.0
  10:35:11.875   907.3     0.1      0.0   460.0
  10:35:11.921   907.3     0.1      0.0   460.0
  10:35:11.953   909.7     0.1      0.0   460.0
  10:35:12.000   912.0     0.1      0.0   460.0
  10:35:12.046   914.3     0.1      0.0   460.0
  10:35:12.093   916.7     0.1      0.0   460.0
  10:35:12.125   919.0     0.1      0.0   460.0
  10:35:12.171   921.3     0.1      0.0   460.0
  10:35:12.218   923.7     0.1      0.0   460.0
  10:35:12.265   926.0     0.1      0.0   460.0
  10:35:12.296   926.0     0.1      0.0   460.0
  10:35:12.343   928.4     0.1      0.0   460.0
  10:35:12.390   930.7     0.1      0.0   460.0
  10:35:12.437   933.0     0.1      0.0   460.0
  10:35:12.484   935.4     0.1      0.0   460.0
  10:35:12.515   937.6     0.1      0.0   460.0
  10:35:12.562   940.0     0.1      0.0   460.0
  10:35:12.609   942.3     0.1      0.0   450.0
  10:35:12.640   944.7     0.1      0.0   460.0
  10:35:12.687   947.2     0.1      0.0   460.0
  10:35:12.734   947.2     0.1      0.0   460.0
  10:35:12.781   949.4     0.1      0.0   460.0
  10:35:12.812   951.7     0.1      0.0   460.0
  10:35:12.875   954.0     0.1      0.0   460.0
  10:35:12.906   956.7     0.1      0.0   460.0
  10:35:12.953   958.8     0.1      0.0   460.0
  10:35:13.000   961.1     0.1      0.0   450.0
  10:35:13.031   963.3     0.1      0.0   450.0
  10:35:13.078   965.7     0.1      0.0   460.0
  10:35:13.125   968.1     0.1      0.0   450.0
  10:35:13.171   968.1     0.1      0.0   450.0
  10:35:13.203   970.5     0.1      0.0   450.0
  10:35:13.234   972.8     0.1      0.0   440.0
  10:35:13.296   975.1     0.1      0.0   450.0
  10:35:13.328   977.5     0.1      0.0   450.0
  10:35:13.359   979.8     0.1      0.0   450.0
  10:35:13.421   982.1     0.1      0.0   450.0
  10:35:13.453   982.1     0.1      0.0   450.0
  10:35:13.500   984.6     0.1      0.0   450.0
  10:35:13.546   987.1     0.1      0.0   450.0
  10:35:13.578   989.2     0.1      0.0   450.0
  10:35:13.625   991.5     0.1      0.0   450.0
  10:35:13.671   993.8     0.1      0.0   450.0
  10:35:13.718   996.2     0.1      0.0   450.0
  10:35:13.750   998.4     0.1      0.0   450.0
  10:35:13.796  1000.8     0.1      0.0   450.0
  10:35:13.843  1003.3     0.1      0.0   450.0
  10:35:13.875  1003.3     0.1      0.0   450.0
  10:35:13.921  1005.5     0.1      0.0   450.0
  10:35:13.968  1007.9     0.1      0.0   450.0
  10:35:14.000  1010.3     0.1      0.0   440.0
  10:35:14.046  1012.5     0.1      0.0   440.0
  10:35:14.093  1014.9     0.1      0.0   450.0
  10:35:14.125  1017.2     0.1      0.0   450.0
  10:35:14.171  1019.6     0.1      0.0   450.0
  10:35:14.218  1019.6     0.1      0.0   450.0
  10:35:14.265  1021.8     0.1      0.0   440.0
  10:35:14.296  1024.2     0.1      0.0   440.0
  10:35:14.343  1026.6     0.1      0.0   450.0
  10:35:14.390  1029.0     0.1      0.0   440.0
  10:35:14.437  1031.3     0.1      0.0   440.0
  10:35:14.468  1033.6     0.1      0.0   440.0
  10:35:14.515  1035.9     0.1      0.0   440.0
  10:35:14.562  1038.3     0.1      0.0   440.0
  10:35:14.593  1038.3     0.1      0.0   440.0
  10:35:14.640  1040.6     0.1      0.0   440.0
  10:35:14.703  1045.2     0.1      0.0   440.0
  10:35:14.734  1045.2     0.1      0.0   440.0
  10:35:14.781  1047.6     0.1      0.0   440.0
  10:35:14.812  1050.0     0.1      0.0   440.0
  10:35:14.859  1052.2     0.1      0.0   440.0
  10:35:14.906  1054.7     0.1      0.0   440.0
  10:35:14.953  1057.0     0.1      0.0   440.0
  10:35:14.984  1059.4     0.1      0.0   440.0
  10:35:15.031  1059.4     0.1      0.0   440.0
  10:35:15.078  1061.7     0.1      0.0   440.0
  10:35:15.125  1064.0     0.1      0.0   440.0
  10:35:15.156  1066.3     0.1      0.0   440.0
  10:35:15.203  1068.6     0.1      0.0   440.0
  10:35:15.250  1071.0     0.1      0.0   440.0
  10:35:15.281  1073.4     0.1      0.0   440.0
  10:35:15.328  1075.7     0.1      0.0   440.0
  10:35:15.359  1075.7     0.1      0.0   440.0
  10:35:15.406  1078.0     0.1      0.0   430.0
  10:35:15.437  1080.4     0.1      0.0   440.0
  10:35:15.484  1082.8     0.1      0.0   440.0
  10:35:15.531  1085.1     0.1      0.0   440.0
  10:35:15.578  1087.5     0.1      0.0   440.0
  10:35:15.625  1089.8     0.1      0.0   440.0
  10:35:15.656  1092.0     0.1      0.0   440.0
