Лабораторная работа 1. Анализ сенсорных данных об объекте

Маршрут: квадрат
Направление движения: по часовой стрелке
Скорость движения: 50.0 мм/с
Рабочий дальномер: правый (Rf_R)
Матрица положения дальномера Rf_R:
   0.000   1.000   0.000   -65.0
  -1.000   0.000   0.000  -223.0
   0.000   0.000   1.000   265.5
       0       0       0       1

Выходная информация: положение робота, данные дальномера об объекте

          Time   X_rob   Y_rob  Ang_rob    Rf_R
  чч:мм:сс.ссс      мм      мм     град      мм
  12:03:56.234    -7.5   806.3     89.6  1090.0
  12:03:56.265    -7.5   806.3     89.6  1090.0
  12:03:56.312    -7.5   808.7     89.6   840.0
  12:03:56.359    -7.4   811.0     89.6   790.0
  12:03:56.390    -7.4   813.4     89.6   790.0
  12:03:56.437    -7.4   815.7     89.6   830.0
  12:03:56.484    -7.4   818.1     89.6   830.0
  12:03:56.531    -7.4   820.4     89.6   830.0
  12:03:56.578    -7.4   822.7     89.6   770.0
  12:03:56.609    -7.4   825.1     89.6   740.0
  12:03:56.656    -7.3   827.3     89.6   740.0
  12:03:56.703    -7.3   827.3     89.6   680.0
  12:03:56.734    -7.3   829.6     89.6   660.0
  12:03:56.781    -7.3   832.0     89.6   680.0
  12:03:56.828    -7.3   834.5     89.6   660.0
  12:03:56.875    -7.3   836.7     89.6   620.0
  12:03:56.921    -7.3   839.1     89.6   630.0
  12:03:56.953    -7.2   841.5     89.6   620.0
  12:03:57.000    -7.2   843.7     89.6   620.0
  12:03:57.031    -7.2   843.7     89.6   620.0
  12:03:57.078    -7.2   846.1     89.6   610.0
  12:03:57.125    -7.2   848.4     89.6   610.0
  12:03:57.171    -7.2   850.8     89.6   610.0
  12:03:57.218    -7.2   853.2     89.6   610.0
  12:03:57.250    -7.2   855.5     89.6   610.0
  12:03:57.296    -7.1   857.8     89.6   610.0
  12:03:57.328    -7.1   857.8     89.6   610.0
  12:03:57.375    -7.1   860.1     89.6   610.0
  12:03:57.406    -7.1   862.5     89.6   610.0
  12:03:57.453    -7.1   864.8     89.6   610.0
  12:03:57.500    -7.1   867.3     89.6   610.0
  12:03:57.546    -7.1   869.5     89.6   610.0
  12:03:57.593    -7.0   871.9     89.6   610.0
  12:03:57.625    -7.0   874.1     89.6   610.0
  12:03:57.671    -7.0   876.5     89.6   610.0
  12:03:57.718    -7.0   878.8     89.6   610.0
  12:03:57.765    -7.0   881.1     89.6   610.0
  12:03:57.796    -7.0   881.1     89.6   610.0
  12:03:57.843    -7.0   883.5     89.6   610.0
  12:03:57.890    -7.0   885.9     89.6   610.0
  12:03:57.937    -6.9   888.3     89.6   610.0
  12:03:57.968    -6.9   890.5     89.6   610.0
  12:03:58.046    -6.9   895.5     89.6   610.0
  12:03:58.062    -6.9   895.5     89.6   610.0
  12:03:58.109    -6.9   897.5     89.6   610.0
  12:03:58.140    -6.9   899.9     89.6   610.0
  12:03:58.187    -6.9   899.9     89.6   610.0
  12:03:58.234    -6.8   902.2     89.6   610.0
  12:03:58.265    -6.8   904.6     89.6   610.0
  12:03:58.328    -6.8   906.9     89.6   610.0
  12:03:58.359    -6.8   909.2     89.6   610.0
  12:03:58.406    -6.8   911.7     89.6   610.0
  12:03:58.453    -6.8   914.0     89.6   610.0
  12:03:58.484    -6.7   916.3     89.6   610.0
  12:03:58.531    -6.7   918.8     89.6   610.0
  12:03:58.578    -6.7   921.0     89.6   610.0
  12:03:58.640    -6.7   923.3     89.6   610.0
  12:03:58.656    -6.7   923.3     89.6   610.0
  12:03:58.703    -6.7   925.5     89.6   610.0
  12:03:58.750    -6.7   928.0     89.6   620.0
  12:03:58.796    -6.7   930.3     89.6   610.0
  12:03:58.843    -6.6   932.6     89.6   610.0
  12:03:58.875    -6.6   935.0     89.6   610.0
  12:03:58.921    -6.6   937.3     89.6   610.0
  12:03:58.968    -6.6   939.6     89.6   610.0
  12:03:59.015    -6.6   942.1     89.6   610.0
  12:03:59.062    -6.6   942.1     89.6   610.0
  12:03:59.093    -6.6   944.6     89.6   610.0
  12:03:59.140    -6.5   947.5     89.6   610.0
  12:03:59.187    -6.5   949.8     89.6   610.0
  12:03:59.234    -6.5   952.1     89.6   610.0
  12:03:59.265    -6.5   954.9     89.6   620.0
  12:03:59.312    -6.5   956.8     89.6   620.0
  12:03:59.359    -6.5   959.2     89.6   620.0
  12:03:59.421    -6.4   961.5     89.6   620.0
  12:03:59.437    -6.4   961.5     89.6   620.0
  12:03:59.484    -6.4   964.0     89.6   620.0
  12:03:59.531    -6.4   966.2     89.6   620.0
  12:03:59.578    -6.4   968.6     89.6   610.0
  12:03:59.625    -6.4   970.9     89.6   620.0
  12:03:59.671    -6.4   973.1     89.6   610.0
  12:03:59.703    -6.4   975.6     89.6   610.0
  12:03:59.750    -6.3   977.8     89.6   610.0
  12:03:59.796    -6.3   980.7     89.6   620.0
  12:03:59.828    -6.3   980.7     89.6   610.0
  12:03:59.875    -6.3   982.5     89.6   610.0
  12:03:59.921    -6.3   984.8     89.6   570.0
  12:03:59.968    -6.3   987.3     89.6   540.0
  12:04:00.015    -6.3   989.5     89.6   540.0
  12:04:00.046    -6.2   992.0     89.6   520.0
  12:04:00.093    -6.2   994.3     89.6   500.0
  12:04:00.140    -6.2   996.7     89.6   500.0
  12:04:00.171    -6.2   998.9     89.6   470.0
  12:04:00.218    -6.2  1001.2     89.6   450.0
  12:04:00.265    -6.2  1001.2     89.6   450.0
  12:04:00.312    -6.2  1003.5     89.6   410.0
  12:04:00.359    -6.2  1005.9     89.6   390.0
  12:04:00.390    -6.1  1008.3     89.6   390.0
  12:04:00.437    -6.1  1010.6     89.6   370.0
  12:04:00.484    -6.1  1013.0     89.6   370.0
  12:04:00.515    -6.1  1015.4     89.6   370.0
  12:04:00.562    -6.1  1017.7     89.6   370.0
  12:04:00.609    -6.1  1019.9     89.6   370.0
  12:04:00.656    -6.0  1022.3     89.6   370.0
  12:04:00.687    -6.0  1022.3     89.6   370.0
  12:04:00.734    -6.0  1024.6     89.6   370.0
  12:04:00.781    -6.0  1026.9     89.6   370.0
  12:04:00.828    -6.0  1029.4     89.6   370.0
  12:04:00.859    -6.0  1031.6     89.6   370.0
  12:04:00.906    -6.0  1034.0     89.6   370.0
  12:04:00.953    -6.0  1036.3     89.6   370.0
  12:04:01.000    -5.9  1038.7     89.6   370.0
  12:04:01.046    -5.9  1041.1     89.6   370.0
  12:04:01.078    -5.9  1043.4     89.6   370.0
  12:04:01.125    -5.9  1043.4     89.6   370.0
  12:04:01.171    -5.9  1045.7     89.6   370.0
  12:04:01.203    -5.9  1048.1     89.6   370.0
  12:04:01.250    -5.9  1050.4     89.6   370.0
  12:04:01.296    -5.8  1052.7     89.6   370.0
  12:04:01.343    -5.8  1055.0     89.6   370.0
  12:04:01.390    -5.8  1057.5     89.6   370.0
  12:04:01.421    -5.8  1059.7     89.6   370.0
  12:04:01.468    -5.8  1062.2     89.6   370.0
  12:04:01.515    -5.8  1064.4     89.6   370.0
  12:04:01.562    -5.8  1064.4     89.6   370.0
  12:04:01.593    -5.8  1066.7     89.6   380.0
  12:04:01.640    -5.7  1069.2     89.6   370.0
  12:04:01.687    -5.7  1071.6     89.6   380.0
  12:04:01.734    -5.7  1073.8     89.6   370.0
  12:04:01.765    -5.7  1076.1     89.6   370.0
  12:04:01.812    -5.7  1078.5     89.6   380.0
  12:04:01.859    -5.7  1080.7     89.6   370.0
  12:04:01.906    -5.6  1083.1     89.6   370.0
  12:04:01.937    -5.6  1083.1     89.6   370.0
  12:04:01.984    -5.6  1086.2     89.6   380.0
  12:04:02.031    -5.6  1088.6     89.6   370.0
  12:04:02.078    -5.6  1090.9     89.6   380.0
  12:04:02.109    -5.6  1093.5     89.6   380.0
  12:04:02.156    -5.6  1095.5     89.6   380.0
  12:04:02.203    -5.5  1098.0     89.6   380.0
  12:04:02.250    -5.5  1100.3     89.6   380.0
  12:04:02.281    -5.5  1100.3     89.6   380.0
  12:04:02.328    -5.5  1102.6     89.6   380.0
  12:04:02.375    -5.5  1104.9     89.6   380.0
  12:04:02.421    -5.5  1107.3     89.6   380.0
  12:04:02.468    -5.5  1109.7     89.6   380.0
  12:04:02.500    -5.5  1112.0     89.6   380.0
  12:04:02.546    -5.4  1114.3     89.6   380.0
  12:04:02.593    -5.4  1116.8     89.6   380.0
  12:04:02.640    -5.4  1119.0     89.6   380.0
  12:04:02.671    -5.4  1121.3     89.6   380.0
  12:04:02.718    -5.4  1121.3     89.6   380.0
  12:04:02.765    -5.4  1123.7     89.6   380.0
  12:04:02.812    -5.4  1126.1     89.6   380.0
  12:04:02.859    -5.3  1128.3     89.6   380.0
  12:04:02.890    -5.3  1130.7     89.6   380.0
  12:04:02.937    -5.3  1133.1     89.6   380.0
  12:04:02.984    -5.3  1135.4     89.6   380.0
  12:04:03.031    -5.3  1137.7     89.6   380.0
  12:04:03.062    -5.3  1140.0     89.6   380.0
  12:04:03.109    -5.2  1142.4     89.6   380.0
  12:04:03.156    -5.2  1142.4     89.6   380.0
  12:04:03.187    -5.2  1144.6     89.6   380.0
  12:04:03.234    -5.2  1147.0     89.6   380.0
  12:04:03.281    -5.2  1149.4     89.6   390.0
  12:04:03.328    -5.2  1151.7     89.6   390.0
  12:04:03.375    -5.2  1154.1     89.6   390.0
  12:04:03.406    -5.2  1156.5     89.6   390.0
  12:04:03.453    -5.1  1158.8     89.6   390.0
  12:04:03.515    -5.1  1161.1     89.6   390.0
  12:04:03.546    -5.1  1163.4     89.6   390.0
  12:04:03.593    -5.1  1165.8     89.6   390.0
  12:04:03.640    -5.1  1165.8     89.6   390.0
  12:04:03.671    -5.1  1168.2     89.6   390.0
  12:04:03.718    -5.1  1170.4     89.6   390.0
  12:04:03.765    -5.0  1172.8     89.6   390.0
  12:04:03.796    -5.0  1175.1     89.6   390.0
  12:04:03.843    -5.0  1177.5     89.6   390.0
  12:04:03.890    -5.0  1179.9     89.6   390.0
  12:04:03.937    -5.0  1182.6     89.6   390.0
  12:04:03.968    -5.0  1184.4     89.6   390.0
  12:04:04.015    -5.0  1184.4     89.6   390.0
  12:04:04.062    -5.0  1186.8     89.6   390.0
  12:04:04.109    -4.9  1189.2     89.6   390.0
  12:04:04.140    -4.9  1191.6     89.6   390.0
  12:04:04.187    -4.9  1193.9     89.6   390.0
  12:04:04.234    -4.9  1196.3     89.6   390.0
  12:04:04.281    -4.9  1198.5     89.6   390.0
  12:04:04.312    -4.9  1200.8     89.6   390.0
  12:04:04.359    -4.8  1203.1     89.6   390.0
  12:04:04.406    -4.8  1205.5     89.6   390.0
  12:04:04.453    -4.8  1207.9     89.6   390.0
  12:04:04.500    -4.8  1207.9     89.6   390.0
  12:04:04.531    -4.8  1210.3     89.6   390.0
  12:04:04.578    -4.8  1212.6     89.6   390.0
  12:04:04.625    -4.8  1214.9     89.6   390.0
  12:04:04.656    -4.8  1217.2     89.6   390.0
  12:04:04.703    -4.7  1219.6     89.6   390.0
  12:04:04.750    -4.7  1221.9     89.6   390.0
  12:04:04.796    -4.7  1224.3     89.6   390.0
  12:04:04.828    -4.7  1226.6     89.6   390.0
  12:04:04.875    -4.7  1226.6     89.6   390.0
  12:04:04.921    -4.7  1229.0     89.6   400.0
  12:04:04.968    -4.7  1231.3     89.6   400.0
